127.0.0.1 - - [31/Aug/2024:07:29:03 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:06 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:06 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:06 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:06 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:06 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:06 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:06 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:06 +0530] "GET /RevShop/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7749
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:44 +0530] "GET /RevShop/register.jsp HTTP/1.1" 200 11413
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:48 +0530] "GET /RevShop/login.jsp HTTP/1.1" 200 9525
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "POST /RevShop/LoginServlet HTTP/1.1" 200 34504
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:33:52 +0530] "GET /RevShop/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7749
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:32 +0530] "GET /RevShop/LogoutServlet HTTP/1.1" 200 9699
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/index.jsp HTTP/1.1" 200 35007
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7749
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:34:34 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/index.jsp HTTP/1.1" 200 35065
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:00 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:01 +0530] "GET /RevShop/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7749
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:01 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/index.jsp HTTP/1.1" 200 35007
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:08:35:17 +0530] "GET /RevShop/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7749
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:31 +0530] "GET /RevShop/register.jsp HTTP/1.1" 200 11413
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:31 +0530] "GET /RevShop/css/changes.css HTTP/1.1" 200 4075
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:32 +0530] "GET /RevShop/login.jsp HTTP/1.1" 200 9525
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "POST /RevShop/LoginServlet HTTP/1.1" 200 27911
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7749
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/adminStock.jsp HTTP/1.1" 200 26006
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7749
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:14:44 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:15:07 +0530] "POST /RevShop/updateProduct.jsp?prodid=P20230423082243 HTTP/1.1" 200 10528
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:15:07 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:15:44 +0530] "POST /RevShop/UpdateProductServlet HTTP/1.1" 200 10609
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:15:44 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:15:52 +0530] "GET /RevShop/shippedItems.jsp HTTP/1.1" 200 8295
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:15:55 +0530] "GET /RevShop/unshippedItems.jsp HTTP/1.1" 200 12692
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:05 +0530] "GET /RevShop/ShipmentServlet?orderid=TR10001&amount=125999.0&userid=guest@gmail.com&prodid=P20230423082243 HTTP/1.1" 200 8584
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:14 +0530] "GET /RevShop/addProduct.jsp HTTP/1.1" 200 11905
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:25 +0530] "GET /RevShop/shippedItems.jsp HTTP/1.1" 200 8481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:27 +0530] "GET /RevShop/unshippedItems.jsp HTTP/1.1" 200 12245
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/adminViewProduct.jsp HTTP/1.1" 200 27908
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:13:16:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
